subject,predicate,object
http://www.wikidata.org/entity/Q126617074,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q104264441
http://www.wikidata.org/entity/Q126617074,http://www.wikidata.org/prop/direct/P138,http://www.wikidata.org/entity/Q345
http://www.wikidata.org/entity/Q126617074,http://www.wikidata.org/prop/direct/P625,Point(-7.515021 52.673289)
http://www.wikidata.org/entity/Q126617074,http://www.wikidata.org/prop/direct/P708,http://www.wikidata.org/entity/Q873607
http://www.wikidata.org/entity/Q126617074,http://www.wikidata.org/prop/direct/P1343,http://www.wikidata.org/entity/Q126374601
http://www.wikidata.org/entity/Q126617074,http://www.wikidata.org/prop/direct/P6375,"""on the hill slope"" (O'Kelly)"
http://www.wikidata.org/entity/Q126640856,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q27
http://www.wikidata.org/entity/Q126640856,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q43483
http://www.wikidata.org/entity/Q126640856,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1371047
http://www.wikidata.org/entity/Q126640856,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q126443332
http://www.wikidata.org/entity/Q126640856,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q180231
http://www.wikidata.org/entity/Q126640856,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q60553710
http://www.wikidata.org/entity/Q126640856,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q104265579
http://www.wikidata.org/entity/Q126640856,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q126875543
http://www.wikidata.org/entity/Q126640856,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q132817615
http://www.wikidata.org/entity/Q126640856,http://www.wikidata.org/prop/direct/P217,125
http://www.wikidata.org/entity/Q126640856,http://www.wikidata.org/prop/direct/P217,KHW118
http://www.wikidata.org/entity/Q126640856,http://www.wikidata.org/prop/direct/P625,Point(-7.21792 52.817848)
http://www.wikidata.org/entity/Q126640856,http://www.wikidata.org/prop/direct/P708,http://www.wikidata.org/entity/Q873607
http://www.wikidata.org/entity/Q126640856,http://www.wikidata.org/prop/direct/P1343,http://www.wikidata.org/entity/Q116166792
http://www.wikidata.org/entity/Q126640856,http://www.wikidata.org/prop/direct/P1343,http://www.wikidata.org/entity/Q126374601
http://www.wikidata.org/entity/Q126640856,http://www.wikidata.org/prop/direct/P1343,http://www.wikidata.org/entity/Q126393245
http://www.wikidata.org/entity/Q126640856,http://www.wikidata.org/prop/direct/P1343,http://www.wikidata.org/entity/Q126474972
http://www.wikidata.org/entity/Q126640856,http://www.wikidata.org/prop/direct/P1343,http://www.wikidata.org/entity/Q126875543
http://www.wikidata.org/entity/Q126640856,http://www.wikidata.org/prop/direct/P1343,http://www.wikidata.org/entity/Q129333352
http://www.wikidata.org/entity/Q126640856,http://www.wikidata.org/prop/direct/P1343,http://www.wikidata.org/entity/Q130284129
http://www.wikidata.org/entity/Q126640856,http://www.wikidata.org/prop/direct/P1343,http://www.wikidata.org/entity/Q130308814
http://www.wikidata.org/entity/Q126640856,http://www.wikidata.org/prop/direct/P1343,http://www.wikidata.org/entity/Q132817615
http://www.wikidata.org/entity/Q126640856,http://www.wikidata.org/prop/direct/P4057,KK005-053----
http://www.wikidata.org/entity/Q126640856,http://www.wikidata.org/prop/direct/P6375,"""a few fields north of the churchyard"""
http://www.wikidata.org/entity/Q111525776,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q796
http://www.wikidata.org/entity/Q111525776,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1371047
http://www.wikidata.org/entity/Q111525776,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q1017666
http://www.wikidata.org/entity/Q112134458,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q27
http://www.wikidata.org/entity/Q112134458,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1371047
http://www.wikidata.org/entity/Q112134458,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q107397
http://www.wikidata.org/entity/Q112134458,http://www.wikidata.org/prop/direct/P625,Point(-7.87239 54.085022)
http://www.wikidata.org/entity/Q112134458,http://www.wikidata.org/prop/direct/P4057,LE021-006001-
http://www.wikidata.org/entity/Q112134458,http://www.wikidata.org/prop/direct/P6802,http://commons.wikimedia.org/wiki/Special:FilePath/Tobar%20Naomh%20Padraig%20%28Saint%20Patrick%27s%20Well%29%20-%20geograph.org.uk%20-%203680062.jpg
http://www.wikidata.org/entity/Q112865361,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q142
http://www.wikidata.org/entity/Q112865361,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1371047
http://www.wikidata.org/entity/Q112865361,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q71582
http://www.wikidata.org/entity/Q112865361,http://www.wikidata.org/prop/direct/P625,Point(-2.95156 47.38035)
http://www.wikidata.org/entity/Q112865361,http://www.wikidata.org/prop/direct/P11693,9862767346
http://www.wikidata.org/entity/Q114439798,http://www.wikidata.org/prop/direct/P10,http://commons.wikimedia.org/wiki/Special:FilePath/Kenny%27s%20Well%20before%20restoration.webm
http://www.wikidata.org/entity/Q114439798,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q27
http://www.wikidata.org/entity/Q114439798,http://www.wikidata.org/prop/direct/P18,http://commons.wikimedia.org/wiki/Special:FilePath/Kenny%27s%20Well%203.png
http://www.wikidata.org/entity/Q114439798,http://www.wikidata.org/prop/direct/P18,http://commons.wikimedia.org/wiki/Special:FilePath/Kenny%27s%20Well.jpg
http://www.wikidata.org/entity/Q114439798,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1371047
http://www.wikidata.org/entity/Q114439798,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q10713454
http://www.wikidata.org/entity/Q114439798,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q105889895
http://www.wikidata.org/entity/Q114439798,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q126443332
http://www.wikidata.org/entity/Q114439798,http://www.wikidata.org/prop/direct/P110,http://www.wikidata.org/entity/Q56986634
http://www.wikidata.org/entity/Q114439798,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q180231
http://www.wikidata.org/entity/Q114439798,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q104265435
http://www.wikidata.org/entity/Q114439798,http://www.wikidata.org/prop/direct/P138,http://www.wikidata.org/entity/Q1133742
http://www.wikidata.org/entity/Q114439798,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q126875543
http://www.wikidata.org/entity/Q114439798,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q132817615
http://www.wikidata.org/entity/Q114439798,http://www.wikidata.org/prop/direct/P217,75
http://www.wikidata.org/entity/Q114439798,http://www.wikidata.org/prop/direct/P217,KHW109
http://www.wikidata.org/entity/Q114439798,http://www.wikidata.org/prop/direct/P373,Kenny's Well
http://www.wikidata.org/entity/Q114439798,http://www.wikidata.org/prop/direct/P625,Point(-7.26219 52.65325)
http://www.wikidata.org/entity/Q114439798,http://www.wikidata.org/prop/direct/P708,http://www.wikidata.org/entity/Q873607
http://www.wikidata.org/entity/Q114439798,http://www.wikidata.org/prop/direct/P973,https://kilkennyarchaeologicalsociety.ie/reputed-holy-wells-of-the-city-of-kilkenny/
http://www.wikidata.org/entity/Q114439798,http://www.wikidata.org/prop/direct/P973,https://www.stcanicesparish.ie/st-canices-church/kennys-well/
http://www.wikidata.org/entity/Q114439798,http://www.wikidata.org/prop/direct/P973,https://ihwcbc.omeka.net/items/show/288
http://www.wikidata.org/entity/Q114439798,http://www.wikidata.org/prop/direct/P973,https://irelandsholywells.blogspot.com/2011/09/saint-canices-well-kilkenny.html
http://www.wikidata.org/entity/Q114439798,http://www.wikidata.org/prop/direct/P973,https://www.kilkennypeople.ie/news/home/584203/plan-to-refurbish-kennys-well-after-historic-kilkenny-wall-falls-down.html
http://www.wikidata.org/entity/Q12334616,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q23736669
http://www.wikidata.org/entity/Q12334616,http://www.wikidata.org/prop/direct/P625,Point(9.33443 57.1504)
http://www.wikidata.org/entity/Q15129947,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q145
http://www.wikidata.org/entity/Q15129947,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q839954
http://www.wikidata.org/entity/Q15129947,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1371047
http://www.wikidata.org/entity/Q15129947,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q192761
http://www.wikidata.org/entity/Q15129947,http://www.wikidata.org/prop/direct/P138,http://www.wikidata.org/entity/Q4301754
http://www.wikidata.org/entity/Q15129947,http://www.wikidata.org/prop/direct/P625,Point(-6.415246 54.135032)
http://www.wikidata.org/entity/Q15129947,http://www.wikidata.org/prop/direct/P2671,/g/123233r6v
http://www.wikidata.org/entity/Q15129947,http://www.wikidata.org/prop/direct/P7959,http://www.wikidata.org/entity/Q192761
http://www.wikidata.org/entity/Q15224742,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q145
http://www.wikidata.org/entity/Q15224742,http://www.wikidata.org/prop/direct/P18,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Holy%20Well%2C%20Malvern%20Wells%20-%20geograph.org.uk%20-%20395887.jpg
http://www.wikidata.org/entity/Q15224742,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1371047
http://www.wikidata.org/entity/Q15224742,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q589217
http://www.wikidata.org/entity/Q15224742,http://www.wikidata.org/prop/direct/P373,"Holy Well, Malvern Wells"
http://www.wikidata.org/entity/Q15224742,http://www.wikidata.org/prop/direct/P613,SO7703242324
http://www.wikidata.org/entity/Q15224742,http://www.wikidata.org/prop/direct/P625,Point(-2.336557 52.078797)
http://www.wikidata.org/entity/Q15224742,http://www.wikidata.org/prop/direct/P625,Point(-2.3366 52.0789)
http://www.wikidata.org/entity/Q15224742,http://www.wikidata.org/prop/direct/P1216,1349422
http://www.wikidata.org/entity/Q15224742,http://www.wikidata.org/prop/direct/P1435,http://www.wikidata.org/entity/Q15700834
http://www.wikidata.org/entity/Q15224742,http://www.wikidata.org/prop/direct/P7959,http://www.wikidata.org/entity/Q67575442
http://www.wikidata.org/entity/Q15224742,http://www.wikidata.org/prop/direct/P11693,1078902776
http://www.wikidata.org/entity/Q15224742,http://www.wikidata.org/prop/direct/P12485,101349422
http://www.wikidata.org/entity/Q17526033,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q145
http://www.wikidata.org/entity/Q17526033,http://www.wikidata.org/prop/direct/P18,http://commons.wikimedia.org/wiki/Special:FilePath/Our%20Lady%27s%20Well%2C%20Hempsted.jpg
http://www.wikidata.org/entity/Q17526033,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1371047
http://www.wikidata.org/entity/Q17526033,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q20986485
http://www.wikidata.org/entity/Q17526033,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q5712746
http://www.wikidata.org/entity/Q17526033,http://www.wikidata.org/prop/direct/P373,"Our Lady's Well, Hempsted"
http://www.wikidata.org/entity/Q17526033,http://www.wikidata.org/prop/direct/P613,SO8144717323
http://www.wikidata.org/entity/Q17526033,http://www.wikidata.org/prop/direct/P625,Point(-2.27078 51.8542)
http://www.wikidata.org/entity/Q17526033,http://www.wikidata.org/prop/direct/P1216,1002073
http://www.wikidata.org/entity/Q17526033,http://www.wikidata.org/prop/direct/P1216,1271744
http://www.wikidata.org/entity/Q17526033,http://www.wikidata.org/prop/direct/P1435,http://www.wikidata.org/entity/Q219538
http://www.wikidata.org/entity/Q17526033,http://www.wikidata.org/prop/direct/P1435,http://www.wikidata.org/entity/Q15700818
http://www.wikidata.org/entity/Q17526033,http://www.wikidata.org/prop/direct/P2671,/g/11h0bpth17
http://www.wikidata.org/entity/Q17526033,http://www.wikidata.org/prop/direct/P7959,http://www.wikidata.org/entity/Q67508687
http://www.wikidata.org/entity/Q17526033,http://www.wikidata.org/prop/direct/P12485,101271744
http://www.wikidata.org/entity/Q30118555,http://www.wikidata.org/prop/direct/P625,Point(8.4019362 56.796825501)
http://www.wikidata.org/entity/Q30118555,http://www.wikidata.org/prop/direct/P1435,http://www.wikidata.org/entity/Q12312385
http://www.wikidata.org/entity/Q30118555,http://www.wikidata.org/prop/direct/P3596,21716
http://www.wikidata.org/entity/Q30119519,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q35
http://www.wikidata.org/entity/Q30119519,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1371047
http://www.wikidata.org/entity/Q30119519,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q499896
http://www.wikidata.org/entity/Q30119519,http://www.wikidata.org/prop/direct/P625,Point(9.632876135 56.704859123)
http://www.wikidata.org/entity/Q30119519,http://www.wikidata.org/prop/direct/P1435,http://www.wikidata.org/entity/Q12312385
http://www.wikidata.org/entity/Q30119519,http://www.wikidata.org/prop/direct/P3596,23561
http://www.wikidata.org/entity/Q30119723,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q35
http://www.wikidata.org/entity/Q30119723,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1371047
http://www.wikidata.org/entity/Q30119723,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q511975
http://www.wikidata.org/entity/Q30119723,http://www.wikidata.org/prop/direct/P625,Point(9.179714224 56.665618965)
http://www.wikidata.org/entity/Q30119723,http://www.wikidata.org/prop/direct/P1435,http://www.wikidata.org/entity/Q12312385
http://www.wikidata.org/entity/Q30119723,http://www.wikidata.org/prop/direct/P3596,24136
http://www.wikidata.org/entity/Q30120486,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q35
http://www.wikidata.org/entity/Q30120486,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1371047
http://www.wikidata.org/entity/Q30120486,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q512528
http://www.wikidata.org/entity/Q30120486,http://www.wikidata.org/prop/direct/P625,Point(9.921747891 56.688349455)
http://www.wikidata.org/entity/Q30120486,http://www.wikidata.org/prop/direct/P1435,http://www.wikidata.org/entity/Q12312385
http://www.wikidata.org/entity/Q30120486,http://www.wikidata.org/prop/direct/P3596,25531
http://www.wikidata.org/entity/Q30125681,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q35
http://www.wikidata.org/entity/Q30125681,http://www.wikidata.org/prop/direct/P18,http://commons.wikimedia.org/wiki/Special:FilePath/KarupHelligkilden2.jpg
http://www.wikidata.org/entity/Q30125681,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q109607
http://www.wikidata.org/entity/Q30125681,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1371047
http://www.wikidata.org/entity/Q30125681,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q502962
http://www.wikidata.org/entity/Q30125681,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q1734691
http://www.wikidata.org/entity/Q30125681,http://www.wikidata.org/prop/direct/P373,Karup Helligkilde
http://www.wikidata.org/entity/Q30125681,http://www.wikidata.org/prop/direct/P625,Point(9.164332037 56.305122337)
http://www.wikidata.org/entity/Q30125681,http://www.wikidata.org/prop/direct/P1435,http://www.wikidata.org/entity/Q12312385
http://www.wikidata.org/entity/Q30125681,http://www.wikidata.org/prop/direct/P3596,35058
http://www.wikidata.org/entity/Q30125681,http://www.wikidata.org/prop/direct/P11693,8514645728
http://www.wikidata.org/entity/Q126449613,http://www.wikidata.org/prop/direct/P1343,http://www.wikidata.org/entity/Q126528008
http://www.wikidata.org/entity/Q126449613,http://www.wikidata.org/prop/direct/P1343,http://www.wikidata.org/entity/Q126540348
http://www.wikidata.org/entity/Q126449613,http://www.wikidata.org/prop/direct/P1343,http://www.wikidata.org/entity/Q126875543
http://www.wikidata.org/entity/Q126449613,http://www.wikidata.org/prop/direct/P1343,http://www.wikidata.org/entity/Q129088050
http://www.wikidata.org/entity/Q126449613,http://www.wikidata.org/prop/direct/P1343,http://www.wikidata.org/entity/Q130284129
http://www.wikidata.org/entity/Q126449613,http://www.wikidata.org/prop/direct/P1343,http://www.wikidata.org/entity/Q130308814
http://www.wikidata.org/entity/Q126449613,http://www.wikidata.org/prop/direct/P1343,http://www.wikidata.org/entity/Q132817615
http://www.wikidata.org/entity/Q126449613,http://www.wikidata.org/prop/direct/P4057,KK042-007----
http://www.wikidata.org/entity/Q126449613,http://www.wikidata.org/prop/direct/P11693,8519066080
http://www.wikidata.org/entity/Q126454380,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q27
http://www.wikidata.org/entity/Q126454380,http://www.wikidata.org/prop/direct/P18,http://commons.wikimedia.org/wiki/Special:FilePath/Alleged%20location%20of%20St%20Mary%27s%20Well.jpg
http://www.wikidata.org/entity/Q126454380,http://www.wikidata.org/prop/direct/P18,http://commons.wikimedia.org/wiki/Special:FilePath/Probable%20location%20of%20St%20Mary%27s%20Well.jpg
http://www.wikidata.org/entity/Q126454380,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1371047
http://www.wikidata.org/entity/Q126454380,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q126443332
http://www.wikidata.org/entity/Q126454380,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q180231
http://www.wikidata.org/entity/Q126454380,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q60553891
http://www.wikidata.org/entity/Q126454380,http://www.wikidata.org/prop/direct/P138,http://www.wikidata.org/entity/Q345
http://www.wikidata.org/entity/Q126454380,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q126875543
http://www.wikidata.org/entity/Q126454380,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q132817615
http://www.wikidata.org/entity/Q126454380,http://www.wikidata.org/prop/direct/P217,KHW038
http://www.wikidata.org/entity/Q126454380,http://www.wikidata.org/prop/direct/P373,"Site of Saint Mary's Well, Coolaghmore"
http://www.wikidata.org/entity/Q126454380,http://www.wikidata.org/prop/direct/P625,Point(-7.384327 52.501843)
http://www.wikidata.org/entity/Q126454380,http://www.wikidata.org/prop/direct/P625,Point(-7.3833865 52.5009047)
http://www.wikidata.org/entity/Q126454380,http://www.wikidata.org/prop/direct/P708,http://www.wikidata.org/entity/Q873607
http://www.wikidata.org/entity/Q126454380,http://www.wikidata.org/prop/direct/P1343,http://www.wikidata.org/entity/Q120966194
http://www.wikidata.org/entity/Q126454380,http://www.wikidata.org/prop/direct/P1343,http://www.wikidata.org/entity/Q129907246
http://www.wikidata.org/entity/Q126454380,http://www.wikidata.org/prop/direct/P1343,http://www.wikidata.org/entity/Q129907831
http://www.wikidata.org/entity/Q126454380,http://www.wikidata.org/prop/direct/P1343,http://www.wikidata.org/entity/Q130284129
http://www.wikidata.org/entity/Q126454380,http://www.wikidata.org/prop/direct/P1343,http://www.wikidata.org/entity/Q132817615
http://www.wikidata.org/entity/Q126454380,http://www.wikidata.org/prop/direct/P4057,KK030-004008-
http://www.wikidata.org/entity/Q126454393,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q27
http://www.wikidata.org/entity/Q126454393,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1371047
http://www.wikidata.org/entity/Q126454393,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q126443332
http://www.wikidata.org/entity/Q126454393,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q180231
http://www.wikidata.org/entity/Q126454393,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q60554020
http://www.wikidata.org/entity/Q126454393,http://www.wikidata.org/prop/direct/P138,http://www.wikidata.org/entity/Q622223
http://www.wikidata.org/entity/Q126454393,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q126875543
http://www.wikidata.org/entity/Q126454393,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q132817615
http://www.wikidata.org/entity/Q126454393,http://www.wikidata.org/prop/direct/P217,68
http://www.wikidata.org/entity/Q126454393,http://www.wikidata.org/prop/direct/P217,KHW103
http://www.wikidata.org/entity/Q55045620,http://www.wikidata.org/prop/direct/P2186,IE-CO-0471
http://www.wikidata.org/entity/Q55045620,http://www.wikidata.org/prop/direct/P4088,20904103
http://www.wikidata.org/entity/Q55045620,http://www.wikidata.org/prop/direct/P7959,http://www.wikidata.org/entity/Q162475
http://www.wikidata.org/entity/Q55046429,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q27
http://www.wikidata.org/entity/Q55046429,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1371047
http://www.wikidata.org/entity/Q55046429,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q169923
http://www.wikidata.org/entity/Q55046429,http://www.wikidata.org/prop/direct/P625,Point(-8.73836 53.11246)
http://www.wikidata.org/entity/Q55046429,http://www.wikidata.org/prop/direct/P2186,IE-G-0372
http://www.wikidata.org/entity/Q55046429,http://www.wikidata.org/prop/direct/P4088,30411420
http://www.wikidata.org/entity/Q55046429,http://www.wikidata.org/prop/direct/P7959,http://www.wikidata.org/entity/Q169923
http://www.wikidata.org/entity/Q55049487,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q27
http://www.wikidata.org/entity/Q55049487,http://www.wikidata.org/prop/direct/P18,http://commons.wikimedia.org/wiki/Special:FilePath/County%20Dublin%20-%20St%20Colmcille%27s%20Well%20%28Oldcourt%29%20-%2020180125125204.jpg
http://www.wikidata.org/entity/Q55049487,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1371047
http://www.wikidata.org/entity/Q55049487,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q173500
http://www.wikidata.org/entity/Q55049487,http://www.wikidata.org/prop/direct/P625,Point(-6.3269 53.26765)
http://www.wikidata.org/entity/Q55049487,http://www.wikidata.org/prop/direct/P2186,IE-D-0203
http://www.wikidata.org/entity/Q55049487,http://www.wikidata.org/prop/direct/P4088,11220020
http://www.wikidata.org/entity/Q55049487,http://www.wikidata.org/prop/direct/P7959,http://www.wikidata.org/entity/Q173500
http://www.wikidata.org/entity/Q55049674,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q27
http://www.wikidata.org/entity/Q55049674,http://www.wikidata.org/prop/direct/P18,http://commons.wikimedia.org/wiki/Special:FilePath/County%20Dublin%20-%20St%20Catherine%27s%20Well%20%28Malahide%29%20-%2020190511182101.jpg
http://www.wikidata.org/entity/Q55049674,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1371047
http://www.wikidata.org/entity/Q55049674,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q173500
http://www.wikidata.org/entity/Q55049674,http://www.wikidata.org/prop/direct/P625,Point(-6.1787 53.41558)
http://www.wikidata.org/entity/Q55049674,http://www.wikidata.org/prop/direct/P2186,IE-D-0284
http://www.wikidata.org/entity/Q55049674,http://www.wikidata.org/prop/direct/P4088,11350017
http://www.wikidata.org/entity/Q55049674,http://www.wikidata.org/prop/direct/P7959,http://www.wikidata.org/entity/Q173500
http://www.wikidata.org/entity/Q55049746,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q27
http://www.wikidata.org/entity/Q55049746,http://www.wikidata.org/prop/direct/P18,http://commons.wikimedia.org/wiki/Special:FilePath/County%20Dublin%20-%20St%20Catheine%27s%20Park%20Holy%20Well%20-%2020200926174029.jpg
http://www.wikidata.org/entity/Q55049746,http://www.wikidata.org/prop/direct/P18,http://commons.wikimedia.org/wiki/Special:FilePath/County%20Dublin%20-%20St%20Catherine%27s%20Holy%20Well%20%28Dublin%29%20-%2020200905122612.jpg
http://www.wikidata.org/entity/Q55049746,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1371047
http://www.wikidata.org/entity/Q55049746,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q520000
http://www.wikidata.org/entity/Q55049746,http://www.wikidata.org/prop/direct/P373,"St Catherine's Holy Well, Leixlip"
http://www.wikidata.org/entity/Q55049746,http://www.wikidata.org/prop/direct/P625,Point(-6.47315 53.36644)
http://www.wikidata.org/entity/Q55049746,http://www.wikidata.org/prop/direct/P2186,IE-D-0068
http://www.wikidata.org/entity/Q55049746,http://www.wikidata.org/prop/direct/P4057,DU017-002001
http://www.wikidata.org/entity/Q55049746,http://www.wikidata.org/prop/direct/P4088,11360003
http://www.wikidata.org/entity/Q55049746,http://www.wikidata.org/prop/direct/P7959,http://www.wikidata.org/entity/Q173500
http://www.wikidata.org/entity/Q126661717,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q27
http://www.wikidata.org/entity/Q126661717,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1371047
http://www.wikidata.org/entity/Q126661717,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q126443332
http://www.wikidata.org/entity/Q126661717,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q180231
http://www.wikidata.org/entity/Q126661717,http://www.wikidata.org/prop/direct/P138,http://www.wikidata.org/entity/Q944588
http://www.wikidata.org/entity/Q126661717,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q126875543
http://www.wikidata.org/entity/Q126661717,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q132817615
http://www.wikidata.org/entity/Q126661717,http://www.wikidata.org/prop/direct/P217,35
http://www.wikidata.org/entity/Q126661717,http://www.wikidata.org/prop/direct/P217,KHW150
http://www.wikidata.org/entity/Q126661717,http://www.wikidata.org/prop/direct/P625,Point(-7.275597 52.345053)
http://www.wikidata.org/entity/Q126661717,http://www.wikidata.org/prop/direct/P708,http://www.wikidata.org/entity/Q873607
http://www.wikidata.org/entity/Q126661717,http://www.wikidata.org/prop/direct/P1343,http://www.wikidata.org/entity/Q126374601
http://www.wikidata.org/entity/Q126661717,http://www.wikidata.org/prop/direct/P1343,http://www.wikidata.org/entity/Q126456421
http://www.wikidata.org/entity/Q126661717,http://www.wikidata.org/prop/direct/P1343,http://www.wikidata.org/entity/Q126875543
http://www.wikidata.org/entity/Q126661717,http://www.wikidata.org/prop/direct/P1343,http://www.wikidata.org/entity/Q129088050
http://www.wikidata.org/entity/Q126661717,http://www.wikidata.org/prop/direct/P1343,http://www.wikidata.org/entity/Q132817615
http://www.wikidata.org/entity/Q126661717,http://www.wikidata.org/prop/direct/P4057,KK039-086----
http://www.wikidata.org/entity/Q126662780,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q27
http://www.wikidata.org/entity/Q126662780,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1371047
http://www.wikidata.org/entity/Q126662780,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q126443332
